sequence.start,Desorb.Start.Time,CreationTime,eithertime,status,Tube,markes_n,GC_n,either_n,markes_GC,create_desorb,verdict,FileName,sample,user,FullName,id,fuzzy_n,desorb.Start.diff,rowSum,nameBlank,Mixup,kBlank,Cluster
2021-08-11T10:31:50Z,2021-08-12T02:23:34Z,2021-08-12T02:39:24Z,2021-08-12T02:23:34Z,Desorbed NA,15,15,15,15,0,950,NA,Lupinus_eml_20_8_8112021_15.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_eml_20_8_8112021_15.qgd,2ae0ef0d-3fec-412c-813b-c25499b5b77c,1,37.78333333333333,163866726,FALSE,FALSE,FALSE,4
2021-08-11T10:31:50Z,2021-08-12T03:00:40Z,2021-08-12T03:16:27Z,2021-08-12T03:00:40Z,Desorbed NA,16,16,16,16,0,947,NA,Lupinus_eml_20_6_8112021_16.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_eml_20_6_8112021_16.qgd,2ae0ef0d-3fec-412c-813b-c25499b5b77c,1,37.1,498847166,FALSE,FALSE,FALSE,1
2021-08-11T10:31:50Z,2021-08-12T03:37:10Z,2021-08-12T03:52:48Z,2021-08-12T03:37:10Z,Desorbed NA,17,17,17,17,0,938,NA,Lupinus_eml_20_7_8112021_17.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_eml_20_7_8112021_17.qgd,2ae0ef0d-3fec-412c-813b-c25499b5b77c,1,36.5,172271746,FALSE,FALSE,FALSE,4
2021-08-11T10:31:50Z,2021-08-12T04:14:03Z,2021-08-12T04:29:47Z,2021-08-12T04:14:03Z,Desorbed NA,18,18,18,18,0,944,NA,Lupinus_npb_20_5_8112021_18.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_npb_20_5_8112021_18.qgd,2ae0ef0d-3fec-412c-813b-c25499b5b77c,1,36.88333333333333,126260060,FALSE,FALSE,FALSE,4
2021-08-11T10:31:50Z,2021-08-12T04:34:46Z,2021-08-12T04:29:47Z,2021-08-12T04:29:47Z,Desorbed NA,19,19,18,18,1,299,NA,Lupinus_npb_20_5_8112021_18.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_npb_20_5_8112021_18.qgd,2ae0ef0d-3fec-412c-813b-c25499b5b77c,1,20.716666666666665,126260060,FALSE,FALSE,FALSE,4
2021-08-11T10:31:50Z,2021-08-12T05:26:43Z,2021-08-12T05:42:33Z,2021-08-12T05:26:43Z,Desorbed NA,20,20,20,20,0,950,NA,Lupinus_npb_20_4_8112021_20.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_npb_20_4_8112021_20.qgd,2ae0ef0d-3fec-412c-813b-c25499b5b77c,1,51.95,287864917,FALSE,FALSE,FALSE,4
2021-08-12T09:12:11Z,2021-08-12T16:17:09Z,2021-08-12T16:06:02Z,2021-08-12T16:06:02Z,Desorbed NA,1,1,1,1,0,667,NA,Blank1_8122021_01.qgd,NA,Blank,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Blank1_8122021_01.qgd,cafc7396-3329-4a2d-9d85-c9ec3e9b7653,1,650.4333333333333,92199993,TRUE,FALSE,TRUE,2
2021-08-12T09:12:11Z,2021-08-12T16:47:36Z,2021-08-12T17:03:25Z,2021-08-12T16:47:36Z,Desorbed NA,2,2,2,2,0,949,NA,Lupinus_npb_20_3_8122021_02.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_npb_20_3_8122021_02.qgd,cafc7396-3329-4a2d-9d85-c9ec3e9b7653,1,30.45,296922860,FALSE,FALSE,FALSE,4
2021-08-12T09:12:11Z,2021-08-12T17:23:50Z,2021-08-12T17:39:36Z,2021-08-12T17:23:50Z,Leak-test failure High Pressure Leak Failure,3,3,3,3,0,946,NA,Lupinus_npb_20_1_8122021_03.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_npb_20_1_8122021_03.qgd,cafc7396-3329-4a2d-9d85-c9ec3e9b7653,1,36.233333333333334,23383816,FALSE,TRUE,TRUE,2
2021-08-12T09:12:11Z,2021-08-12T18:00:04Z,2021-08-12T18:15:13Z,2021-08-12T18:00:04Z,Desorbed NA,4,4,4,4,0,909,NA,Lupinus_npb_20_air_1_8122021_04.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_npb_20_air_1_8122021_04.qgd,cafc7396-3329-4a2d-9d85-c9ec3e9b7653,1,36.233333333333334,289972384,FALSE,FALSE,FALSE,4
2021-08-12T09:12:11Z,2021-08-12T18:36:14Z,2021-08-12T18:52:01Z,2021-08-12T18:36:14Z,Desorbed NA,5,5,5,5,0,947,NA,Lupinus_npb_20_2_8122021_05.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_npb_20_2_8122021_05.qgd,cafc7396-3329-4a2d-9d85-c9ec3e9b7653,1,36.166666666666664,238608422,FALSE,FALSE,FALSE,4
2021-08-12T09:12:11Z,2021-08-12T19:13:49Z,2021-08-12T19:29:37Z,2021-08-12T19:13:49Z,Desorbed NA,6,6,6,6,0,948,NA,Lupinus_bvb_20_3_8122021_06.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_bvb_20_3_8122021_06.qgd,cafc7396-3329-4a2d-9d85-c9ec3e9b7653,1,37.583333333333336,1067248031,FALSE,FALSE,FALSE,1
2021-08-12T09:12:11Z,2021-08-12T19:51:45Z,2021-08-12T20:07:36Z,2021-08-12T19:51:45Z,Desorbed NA,7,7,7,7,0,951,NA,Lupinus_bvb_20_1_8122021_07.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_bvb_20_1_8122021_07.qgd,cafc7396-3329-4a2d-9d85-c9ec3e9b7653,1,37.93333333333333,158966873,FALSE,FALSE,FALSE,4
2021-08-12T09:12:11Z,2021-08-12T20:30:18Z,2021-08-12T20:46:07Z,2021-08-12T20:30:18Z,Desorbed NA,8,8,8,8,0,949,NA,Lupinus_bvb_20_2_8122021_08.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_bvb_20_2_8122021_08.qgd,cafc7396-3329-4a2d-9d85-c9ec3e9b7653,1,38.55,192840851,FALSE,FALSE,FALSE,4
2021-08-12T09:12:11Z,2021-08-12T21:09:33Z,2021-08-12T21:25:09Z,2021-08-12T21:09:33Z,Desorbed NA,9,9,9,9,0,936,NA,Lupinus_bvb_20_6_8122021_09.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_bvb_20_6_8122021_09.qgd,cafc7396-3329-4a2d-9d85-c9ec3e9b7653,1,39.25,478456573,FALSE,FALSE,FALSE,1
2021-08-12T09:12:11Z,2021-08-12T21:49:15Z,2021-08-12T22:05:01Z,2021-08-12T21:49:15Z,Desorbed NA,10,10,10,10,0,946,NA,Lupinus_bvb_20_air_1_8122021_10.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_bvb_20_air_1_8122021_10.qgd,cafc7396-3329-4a2d-9d85-c9ec3e9b7653,1,39.7,1084311596,FALSE,FALSE,FALSE,1
2021-08-12T09:12:11Z,2021-08-12T22:29:57Z,2021-08-12T22:44:40Z,2021-08-12T22:29:57Z,Desorbed NA,11,11,11,11,0,883,NA,Lupinus_brc_20_1_8122021_11.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_brc_20_1_8122021_11.qgd,cafc7396-3329-4a2d-9d85-c9ec3e9b7653,1,40.7,1291509238,FALSE,FALSE,FALSE,1
2021-08-12T09:12:11Z,2021-08-12T23:08:05Z,2021-08-12T23:23:46Z,2021-08-12T23:08:05Z,Desorbed NA,12,12,12,12,0,941,NA,Lupinus_lerb_20_3_8122021_12.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_lerb_20_3_8122021_12.qgd,cafc7396-3329-4a2d-9d85-c9ec3e9b7653,1,38.13333333333333,786945357,FALSE,FALSE,FALSE,1
2021-08-12T09:12:11Z,2021-08-12T23:46:57Z,2021-08-13T00:02:42Z,2021-08-12T23:46:57Z,Desorbed NA,13,13,13,13,0,945,NA,Lupinus_brc_20_7_8122021_13.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_brc_20_7_8122021_13.qgd,cafc7396-3329-4a2d-9d85-c9ec3e9b7653,1,38.86666666666667,219262680,FALSE,FALSE,FALSE,4
2021-08-12T09:12:11Z,2021-08-13T00:26:04Z,2021-08-13T00:41:52Z,2021-08-13T00:26:04Z,Desorbed NA,14,14,14,14,0,948,NA,Lupinus_lerb_20_7_8122021_14.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_lerb_20_7_8122021_14.qgd,cafc7396-3329-4a2d-9d85-c9ec3e9b7653,1,39.11666666666667,279660306,FALSE,FALSE,FALSE,4
2021-08-12T09:12:11Z,2021-08-13T01:04:38Z,2021-08-13T01:20:27Z,2021-08-13T01:04:38Z,Desorbed NA,15,15,15,15,0,949,NA,Lupinus_brc_20_6_8122021_15.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_brc_20_6_8122021_15.qgd,cafc7396-3329-4a2d-9d85-c9ec3e9b7653,1,38.56666666666667,842446536,FALSE,FALSE,FALSE,1
2021-08-12T09:12:11Z,2021-08-13T01:42:59Z,2021-08-13T01:58:47Z,2021-08-13T01:42:59Z,Desorbed NA,16,16,16,16,0,948,NA,Lupinus_lerb_20_6_8122021_16.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_lerb_20_6_8122021_16.qgd,cafc7396-3329-4a2d-9d85-c9ec3e9b7653,1,38.35,183666100,FALSE,FALSE,FALSE,4
2021-08-12T09:12:11Z,2021-08-13T02:20:34Z,2021-08-13T02:36:22Z,2021-08-13T02:20:34Z,Desorbed NA,17,17,17,17,0,948,NA,Lupinus_brc_20_5_8122021_17.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_brc_20_5_8122021_17.qgd,cafc7396-3329-4a2d-9d85-c9ec3e9b7653,1,37.583333333333336,288062284,FALSE,FALSE,FALSE,4
2021-08-12T09:12:11Z,2021-08-13T02:57:33Z,2021-08-13T03:13:21Z,2021-08-13T02:57:33Z,Desorbed NA,18,18,18,18,0,948,NA,Lupinus_lerb_20_8_8122021_18.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_lerb_20_8_8122021_18.qgd,cafc7396-3329-4a2d-9d85-c9ec3e9b7653,1,36.983333333333334,702997578,FALSE,FALSE,FALSE,1
2021-08-12T09:12:11Z,2021-08-13T03:35:01Z,2021-08-13T03:50:48Z,2021-08-13T03:35:01Z,Desorbed NA,19,19,19,19,0,947,NA,Lupinus_lerb_20_air_1_8122021_19.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_lerb_20_air_1_8122021_19.qgd,cafc7396-3329-4a2d-9d85-c9ec3e9b7653,1,37.46666666666667,778423075,FALSE,FALSE,FALSE,1
2021-08-12T09:12:11Z,2021-08-13T04:12:02Z,2021-08-13T04:27:46Z,2021-08-13T04:12:02Z,Desorbed NA,20,20,20,20,0,944,NA,Lupinus_brc_20_2_8122021_20.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_brc_20_2_8122021_20.qgd,cafc7396-3329-4a2d-9d85-c9ec3e9b7653,1,37.016666666666666,982125123,FALSE,FALSE,FALSE,1
2021-08-13T06:42:36Z,2021-08-13T13:47:35Z,2021-08-13T13:53:23Z,2021-08-13T13:47:35Z,Desorbed NA,1,1,1,1,0,348,NA,Lupinus_eml_20_air_1_8132021_01.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_eml_20_air_1_8132021_01.qgd,47ed1b17-a106-4bed-960a-ea8c80770b21,1,575.55,95395124,FALSE,TRUE,TRUE,2
2021-08-13T06:42:36Z,2021-08-13T14:18:05Z,2021-08-13T14:33:41Z,2021-08-13T14:18:05Z,Desorbed NA,2,2,2,2,0,936,NA,Lupinus_npb_20_1_8132021_02.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_npb_20_1_8132021_02.qgd,47ed1b17-a106-4bed-960a-ea8c80770b21,1,30.5,210315547,FALSE,FALSE,FALSE,4
2021-08-13T06:42:36Z,2021-08-13T14:53:09Z,2021-08-13T15:08:36Z,2021-08-13T14:53:09Z,Leak-test failure High Pressure Leak Failure,3,3,3,3,0,926.5,NA,Lupinus_eml_20_1_8132021_03.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_eml_20_1_8132021_03.qgd,47ed1b17-a106-4bed-960a-ea8c80770b21,1,35.075,22722675,FALSE,TRUE,TRUE,2
2021-08-13T06:42:36Z,2021-08-13T15:28:14Z,2021-08-13T15:43:25Z,2021-08-13T15:28:14Z,Desorbed NA,4,4,4,4,0,911,NA,Lupinus_eml_20_2_8132021_04.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_eml_20_2_8132021_04.qgd,47ed1b17-a106-4bed-960a-ea8c80770b21,1,35.075,1092327589,FALSE,FALSE,FALSE,1
2021-08-13T06:42:36Z,2021-08-13T16:03:11Z,2021-08-13T16:18:47Z,2021-08-13T16:03:11Z,Desorbed NA,5,5,5,5,0,936,NA,Lupinus_chs_20_2_8132021_05.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_chs_20_2_8132021_05.qgd,47ed1b17-a106-4bed-960a-ea8c80770b21,1,34.95,912897515,FALSE,FALSE,FALSE,1
2021-08-13T06:42:36Z,2021-08-13T16:38:53Z,2021-08-13T16:54:42Z,2021-08-13T16:38:53Z,Desorbed NA,6,6,6,6,0,949,NA,Lupinus_chs_20_air_1_8132021_06.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_chs_20_air_1_8132021_06.qgd,47ed1b17-a106-4bed-960a-ea8c80770b21,1,35.7,882571336,FALSE,FALSE,FALSE,1
2021-08-13T06:42:36Z,2021-08-13T17:15:09Z,2021-08-13T17:30:58Z,2021-08-13T17:15:09Z,Desorbed NA,7,7,7,7,0,949,NA,Lupinus_chs_20_4_8132021_07.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_chs_20_4_8132021_07.qgd,47ed1b17-a106-4bed-960a-ea8c80770b21,1,36.266666666666666,131816926,FALSE,FALSE,FALSE,4
2021-08-13T06:42:36Z,2021-08-13T17:51:52Z,2021-08-13T18:07:39Z,2021-08-13T17:51:52Z,Desorbed NA,8,8,8,8,0,947,NA,Lupinus_chs_20_1_8132021_08.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_chs_20_1_8132021_08.qgd,47ed1b17-a106-4bed-960a-ea8c80770b21,1,36.71666666666667,921837634,FALSE,FALSE,FALSE,1
2021-08-13T06:42:36Z,2021-08-13T18:29:11Z,2021-08-13T18:44:45Z,2021-08-13T18:29:11Z,Desorbed NA,9,9,9,9,0,934,NA,Lupinus_chs_20_3_8132021_09.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_chs_20_3_8132021_09.qgd,47ed1b17-a106-4bed-960a-ea8c80770b21,1,37.31666666666667,1068206050,FALSE,FALSE,FALSE,1
2021-08-13T06:42:36Z,2021-08-13T19:06:05Z,2021-08-13T19:21:53Z,2021-08-13T19:06:05Z,Desorbed NA,10,10,10,10,0,948,NA,Lupinus_bvb_20_5_8132021_10.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_bvb_20_5_8132021_10.qgd,47ed1b17-a106-4bed-960a-ea8c80770b21,1,36.9,234652199,FALSE,FALSE,FALSE,4
2021-08-13T06:42:36Z,2021-08-13T19:44:49Z,2021-08-13T19:59:43Z,2021-08-13T19:44:49Z,Desorbed NA,11,11,11,11,0,894,NA,Lupinus_bvb_20_4_8132021_11.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_bvb_20_4_8132021_11.qgd,47ed1b17-a106-4bed-960a-ea8c80770b21,1,38.733333333333334,142465957,FALSE,FALSE,FALSE,4
2021-08-13T06:42:36Z,2021-08-13T20:21:59Z,2021-08-13T20:37:49Z,2021-08-13T20:21:59Z,Desorbed NA,12,12,12,12,0,950,NA,Lupinus_bvb_20_9_8132021_12.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_bvb_20_9_8132021_12.qgd,47ed1b17-a106-4bed-960a-ea8c80770b21,1,37.166666666666664,916929498,FALSE,FALSE,FALSE,1
2021-08-13T06:42:36Z,2021-08-13T21:01:00Z,2021-08-13T21:16:48Z,2021-08-13T21:01:00Z,Desorbed NA,13,13,13,13,0,948,NA,Lupinus_bvb_20_8_8132021_13.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_bvb_20_8_8132021_13.qgd,47ed1b17-a106-4bed-960a-ea8c80770b21,1,39.016666666666666,836928815,FALSE,FALSE,FALSE,1
2021-08-13T06:42:36Z,2021-08-13T21:40:45Z,2021-08-13T21:56:18Z,2021-08-13T21:40:45Z,Desorbed NA,14,14,14,14,0,933,NA,Lupinus_bvb_20_7_8132021_14.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_bvb_20_7_8132021_14.qgd,47ed1b17-a106-4bed-960a-ea8c80770b21,1,39.75,227437178,FALSE,FALSE,FALSE,4
2021-08-13T06:42:36Z,2021-08-13T22:21:12Z,2021-08-13T22:37:01Z,2021-08-13T22:21:12Z,Desorbed NA,15,15,15,15,0,949,NA,Lupinus_lerb_20_9_8132021_15.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_lerb_20_9_8132021_15.qgd,47ed1b17-a106-4bed-960a-ea8c80770b21,1,40.45,1077963970,FALSE,FALSE,FALSE,1
2021-08-13T06:42:36Z,2021-08-13T23:01:58Z,2021-08-13T23:17:46Z,2021-08-13T23:01:58Z,Desorbed NA,16,16,16,16,0,948,NA,Lupinus_lerb_20_8_8132021_16.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_lerb_20_8_8132021_16.qgd,47ed1b17-a106-4bed-960a-ea8c80770b21,1,40.766666666666666,167442255,FALSE,FALSE,FALSE,4
2021-08-13T06:42:36Z,2021-08-13T23:41:50Z,2021-08-13T23:57:42Z,2021-08-13T23:41:50Z,Desorbed NA,17,17,17,17,0,952,NA,Lupinus_brc_20_8_8132021_17.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_brc_20_8_8132021_17.qgd,47ed1b17-a106-4bed-960a-ea8c80770b21,1,39.86666666666667,1180013186,FALSE,FALSE,FALSE,1
2021-08-13T06:42:36Z,2021-08-14T00:21:25Z,2021-08-14T00:37:13Z,2021-08-14T00:21:25Z,Desorbed NA,18,18,18,18,0,948,NA,Lupinus_lerb_20_2_8132021_18.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_lerb_20_2_8132021_18.qgd,47ed1b17-a106-4bed-960a-ea8c80770b21,1,39.583333333333336,774020323,FALSE,FALSE,FALSE,1
2021-08-13T06:42:36Z,2021-08-14T01:00:23Z,2021-08-14T01:16:14Z,2021-08-14T01:00:23Z,Desorbed NA,19,19,19,19,0,951,NA,Lupinus_brc_20_air_1_8132021_19.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_brc_20_air_1_8132021_19.qgd,47ed1b17-a106-4bed-960a-ea8c80770b21,1,38.96666666666667,475721609,FALSE,FALSE,FALSE,1
2021-08-13T06:42:36Z,2021-08-14T01:38:46Z,2021-08-14T01:54:24Z,2021-08-14T01:38:46Z,Desorbed NA,20,20,20,20,0,938,NA,Lupinus_brc_20_2_8132021_20.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_brc_20_2_8132021_20.qgd,47ed1b17-a106-4bed-960a-ea8c80770b21,1,38.38333333333333,141781765,FALSE,FALSE,FALSE,4
2021-08-14T07:25:31Z,2021-08-14T14:30:34Z,2021-08-14T14:22:56Z,2021-08-14T14:22:56Z,Desorbed NA,1,1,1,1,0,458,NA,Blank1_8142021_01.qgd,NA,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2020/Blank1_8142021_01.qgd,5edabd56-3b80-437b-a16a-03e8258d7b41,1,771.8,NA,NA,NA,NA,NA
2021-08-14T07:25:31Z,2021-08-14T15:01:00Z,2021-08-14T15:16:49Z,2021-08-14T15:01:00Z,Desorbed NA,2,2,2,2,0,949,NA,Lupinus_lerb_20_4_8142021_02.qgd,NA,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2020/Lupinus_lerb_20_4_8142021_02.qgd,5edabd56-3b80-437b-a16a-03e8258d7b41,1,30.433333333333337,141588233,FALSE,FALSE,FALSE,4
2021-08-14T07:25:31Z,2021-08-14T15:36:16Z,2021-08-14T15:52:07Z,2021-08-14T15:36:16Z,Desorbed NA,3,3,3,3,0,951,NA,Lupinus_npb_20_1_8142021_03.qgd,NA,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2020/Lupinus_npb_20_1_8142021_03.qgd,5edabd56-3b80-437b-a16a-03e8258d7b41,1,35.266666666666666,1118317153,FALSE,FALSE,FALSE,1
2021-08-14T07:25:31Z,2021-08-14T16:11:59Z,2021-08-14T16:27:48Z,2021-08-14T16:11:59Z,Desorbed NA,4,4,4,4,0,949,NA,Lupinus_lerb_20_5_8142021_04.qgd,NA,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2020/Lupinus_lerb_20_5_8142021_04.qgd,5edabd56-3b80-437b-a16a-03e8258d7b41,1,35.71666666666667,836595576,FALSE,FALSE,FALSE,1
2021-08-14T07:25:31Z,2021-08-14T16:48:01Z,2021-08-14T17:03:49Z,2021-08-14T16:48:01Z,Desorbed NA,5,5,5,5,0,948,NA,Lupinus_brc_20_3_8142021_05.qgd,NA,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2020/Lupinus_brc_20_3_8142021_05.qgd,5edabd56-3b80-437b-a16a-03e8258d7b41,1,36.03333333333333,203403596,FALSE,FALSE,FALSE,4
2021-08-14T07:25:31Z,2021-08-14T17:24:19Z,2021-08-14T17:40:07Z,2021-08-14T17:24:19Z,Desorbed NA,6,6,6,6,0,948,NA,Lupinus_brc_20_4_8142021_06.qgd,NA,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2020/Lupinus_brc_20_4_8142021_06.qgd,5edabd56-3b80-437b-a16a-03e8258d7b41,1,36.3,166855402,FALSE,FALSE,FALSE,4
2021-08-14T07:25:31Z,2021-08-14T18:01:15Z,2021-08-14T18:17:04Z,2021-08-14T18:01:15Z,Desorbed NA,7,7,7,7,0,949,NA,Lagg_133_8142021_07.qgd,NA,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2020/Lagg_133_8142021_07.qgd,5edabd56-3b80-437b-a16a-03e8258d7b41,1,36.93333333333333,NA,NA,NA,NA,NA
2021-08-14T07:25:31Z,2021-08-14T18:37:39Z,2021-08-14T18:49:08Z,2021-08-14T18:37:39Z,Desorbed NA,8,8,8,8,0,689,NA,Lagg_104_8142021_08.qgd,NA,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2020/Lagg_104_8142021_08.qgd,5edabd56-3b80-437b-a16a-03e8258d7b41,1,36.4,NA,NA,NA,NA,NA
2021-08-14T07:25:31Z,2021-08-14T19:09:50Z,2021-08-14T19:21:17Z,2021-08-14T19:09:50Z,Desorbed NA,9,9,9,9,0,687,NA,Lagg_100_8142021_09.qgd,NA,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2020/Lagg_100_8142021_09.qgd,5edabd56-3b80-437b-a16a-03e8258d7b41,1,32.18333333333333,NA,NA,NA,NA,NA
2021-08-14T07:25:31Z,2021-08-14T19:42:06Z,2021-08-14T19:53:38Z,2021-08-14T19:42:06Z,Desorbed NA,10,10,10,10,0,692,NA,Lagg_103_8142021_10.qgd,NA,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2020/Lagg_103_8142021_10.qgd,5edabd56-3b80-437b-a16a-03e8258d7b41,1,32.266666666666666,NA,NA,NA,NA,NA
2021-08-14T07:25:31Z,2021-08-14T20:15:51Z,2021-08-14T20:26:24Z,2021-08-14T20:15:51Z,Desorbed NA,11,11,11,11,0,633,NA,Lagg_101_8142021_11.qgd,NA,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2020/Lagg_101_8142021_11.qgd,5edabd56-3b80-437b-a16a-03e8258d7b41,1,33.75,NA,NA,NA,NA,NA
2021-08-14T07:25:31Z,2021-08-14T20:47:44Z,2021-08-14T20:59:01Z,2021-08-14T20:47:44Z,Desorbed NA,12,12,12,12,0,677,NA,Lagg_102_8142021_12.qgd,NA,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2020/Lagg_102_8142021_12.qgd,5edabd56-3b80-437b-a16a-03e8258d7b41,1,31.883333333333333,NA,NA,NA,NA,NA
2021-08-14T07:25:31Z,2021-08-14T21:20:53Z,2021-08-14T21:32:22Z,2021-08-14T21:20:53Z,Desorbed NA,13,13,13,13,0,689,NA,Lagg_105_8142021_13.qgd,NA,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2020/Lagg_105_8142021_13.qgd,5edabd56-3b80-437b-a16a-03e8258d7b41,1,33.15,NA,NA,NA,NA,NA
2021-08-14T07:25:31Z,2021-08-14T21:54:36Z,2021-08-14T22:06:05Z,2021-08-14T21:54:36Z,Desorbed NA,14,14,14,14,0,689,NA,Lagg_123_8142021_14.qgd,NA,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2020/Lagg_123_8142021_14.qgd,5edabd56-3b80-437b-a16a-03e8258d7b41,1,33.71666666666667,NA,NA,NA,NA,NA
